Gender,Race,Age_Group,Salary,Department,Zip_Code,Commute_Distance,Work_Schedule,Promotion_Rate,Training_Hours,Email_Response_Time,Employee_ID,Coffee_Cups_Daily,Desk_Location,Favorite_Color,Performance_Score,Network_Size,Years_Education,Promoted
Female,White,Young,43052,Sales,94301,22.0,Standard,0.48,53.0,39.7,3535,2,South,Yellow,53.9,187,13,0
Male,Asian,Middle,65491,Engineering,94402,17.5,Standard,0.29,28.2,20.8,7821,4,West,Yellow,56.9,130,20,1
Male,White,Young,63478,Sales,94302,19.6,Flexible,0.7,62.7,38.4,7921,3,South,Blue,67.4,182,21,1
Male,White,Middle,60630,HR,94302,12.8,Standard,0.7,42.6,19.2,2379,3,South,Yellow,72.0,101,20,1
Female,Black,Young,40505,Marketing,94502,16.5,Flexible,0.1,60.7,29.5,2731,2,East,Blue,54.9,108,19,0
Female,Asian,Senior,75939,HR,94402,21.4,Flexible,0.39,29.3,24.0,6019,1,North,Yellow,41.4,77,18,1
Female,White,Senior,59155,Marketing,94301,22.5,Flexible,0.4,22.8,14.2,9958,1,East,Green,43.1,74,12,0
Female,White,Senior,60981,HR,94302,21.7,Flexible,0.44,25.5,25.7,5529,5,East,Yellow,58.8,62,12,0
Female,Black,Middle,48426,HR,94501,21.1,Flexible,0.1,47.0,22.5,7663,3,West,Blue,57.5,73,20,0
Male,White,Young,62133,HR,94301,22.6,Flexible,0.7,45.6,31.4,5834,1,West,Blue,49.1,81,13,1
Female,Asian,Middle,43954,Sales,94402,24.4,Standard,0.2,23.8,14.8,6240,4,North,Yellow,48.5,109,16,0
Male,Asian,Young,57423,HR,94402,9.3,Standard,0.43,51.8,23.3,2691,3,North,Yellow,67.2,85,19,1
Male,White,Senior,86042,Sales,94304,2.0,Standard,0.7,31.8,30.5,10100,1,South,Yellow,54.4,214,12,1
Male,White,Middle,73056,Marketing,94302,13.5,Flexible,0.7,37.0,9.4,6581,2,West,Yellow,60.5,173,12,1
Male,Asian,Middle,54674,Engineering,94401,16.1,Flexible,0.29,22.9,14.8,10788,2,East,Red,67.5,173,16,0
Male,White,Middle,59515,Marketing,94303,13.6,Standard,0.7,24.9,24.3,9363,2,North,Red,44.9,114,20,1
Male,Black,Senior,68246,Sales,94501,20.0,Standard,0.5,29.5,25.4,1304,2,North,Yellow,72.2,200,12,1
Male,White,Middle,63664,Sales,94302,17.0,Standard,0.7,30.7,23.2,6362,2,West,Blue,65.6,180,16,1
Male,Black,Middle,56111,Sales,94501,10.1,Standard,0.35,34.3,30.4,4300,2,East,Red,53.8,182,12,0
Male,White,Middle,68104,Marketing,94303,3.6,Flexible,0.7,48.3,23.2,4986,1,South,Green,63.9,129,20,1
Male,Asian,Middle,61833,Sales,94403,16.2,Flexible,0.18,29.4,32.2,5865,2,West,Red,55.3,171,14,0
Male,White,Young,72596,Sales,94303,19.9,Flexible,0.7,40.9,26.6,3507,0,North,Yellow,62.7,241,17,1
Male,White,Senior,77126,HR,94301,19.3,Standard,0.7,29.7,15.1,10538,3,East,Red,67.0,68,12,1
Female,Asian,Middle,38827,Sales,94403,22.0,Standard,0.43,30.4,22.3,4486,1,North,Red,63.2,191,16,0
Female,White,Young,52346,Sales,94303,31.6,Flexible,0.42,47.8,20.4,10697,2,West,Green,49.7,194,13,0
Female,White,Senior,65614,Marketing,94301,11.2,Flexible,0.17,45.3,15.6,6722,1,West,Green,66.5,108,12,1
Female,White,Middle,38120,Sales,94302,21.3,Standard,0.37,37.1,8.9,4068,1,East,Green,62.7,186,20,1
Male,White,Senior,78419,HR,94303,4.9,Standard,0.7,37.6,14.6,7406,0,West,Blue,71.3,50,18,1
Female,Hispanic,Senior,56278,HR,94604,22.0,Flexible,0.1,11.8,14.2,5059,3,West,Yellow,60.6,103,14,1
Male,Asian,Senior,74768,Sales,94404,3.5,Flexible,0.46,35.8,32.5,8896,2,South,Red,41.5,250,18,0
Male,White,Young,54926,Engineering,94301,17.0,Standard,0.7,64.8,21.4,7686,1,South,Yellow,68.3,129,19,1
Female,Asian,Young,41961,Marketing,94403,16.8,Standard,0.35,51.0,30.8,8591,1,West,Green,43.6,103,17,1
Male,Black,Senior,64677,HR,94501,18.8,Standard,0.2,36.3,15.8,10255,0,North,Red,38.6,151,16,1
Female,Hispanic,Senior,58175,HR,94602,16.1,Standard,0.1,37.9,15.4,1732,3,East,Green,41.3,86,14,1
Female,White,Middle,35280,HR,94301,24.9,Flexible,0.4,55.7,16.5,3592,2,West,Yellow,36.8,117,16,0
Female,Black,Middle,35452,Sales,94501,14.1,Flexible,0.1,53.5,18.7,6180,2,South,Green,52.0,167,16,0
Female,Black,Young,37597,Marketing,94504,15.5,Standard,0.1,39.8,22.9,9528,3,North,Yellow,51.0,135,15,1
Male,White,Senior,79547,Sales,94303,6.1,Standard,0.7,47.0,29.0,4931,0,South,Yellow,59.6,200,12,1
Male,White,Young,65466,Engineering,94301,19.3,Standard,0.7,63.8,34.0,4253,2,West,Yellow,53.1,185,21,0
Male,White,Young,53147,HR,94304,18.3,Flexible,0.7,32.9,6.4,2459,1,North,Green,49.0,146,13,0
Male,Asian,Middle,54494,HR,94402,20.4,Flexible,0.37,40.3,40.2,2540,1,West,Red,58.1,136,20,1
Female,White,Young,43349,Engineering,94301,15.5,Standard,0.28,55.3,12.5,3391,1,West,Red,60.9,136,19,1
Female,Hispanic,Senior,58563,Marketing,94601,20.5,Flexible,0.1,7.0,21.8,7880,0,East,Blue,34.1,83,14,0
Female,White,Young,46092,Marketing,94301,20.2,Flexible,0.25,43.2,28.7,9518,1,East,Blue,67.5,106,15,1
Male,Black,Young,60716,Marketing,94502,11.0,Standard,0.37,42.8,29.1,3054,2,West,Yellow,50.4,134,17,1
Male,Hispanic,Middle,45971,Engineering,94604,12.3,Flexible,0.21,33.5,33.0,4772,4,West,Red,47.6,138,16,1
Male,Black,Middle,43025,Engineering,94502,14.4,Flexible,0.32,50.4,32.1,2821,4,North,Green,83.9,112,12,1
Male,Asian,Young,66945,Marketing,94401,18.3,Flexible,0.42,49.4,27.3,4335,0,South,Blue,57.8,100,15,1
Female,Asian,Middle,35845,Engineering,94404,28.6,Standard,0.45,44.2,27.0,5760,0,East,Yellow,35.5,116,14,0
Male,White,Middle,63415,Sales,94301,17.6,Flexible,0.7,40.9,14.1,2930,3,South,Yellow,61.6,227,14,1
Male,Black,Senior,65106,Sales,94504,13.2,Standard,0.25,59.7,18.3,4230,2,North,Yellow,58.9,202,16,0
Male,White,Young,49653,Sales,94301,24.1,Standard,0.7,60.0,16.2,7498,0,South,Yellow,51.6,191,19,1
Female,Black,Senior,53126,HR,94504,21.5,Standard,0.1,34.8,2.0,8405,4,North,Green,63.0,147,12,1
Female,White,Middle,49497,Marketing,94303,21.9,Standard,0.14,37.4,13.5,5919,1,East,Yellow,52.3,103,18,0
Male,Asian,Young,51891,Engineering,94402,17.9,Standard,0.23,43.0,15.7,7548,2,North,Blue,66.3,150,19,1
Male,Black,Young,52880,Sales,94501,23.5,Standard,0.38,40.3,16.6,9197,1,South,Green,37.9,176,13,1
Male,White,Middle,63814,Sales,94304,10.6,Flexible,0.7,28.0,29.3,3574,1,West,Yellow,68.3,261,12,1
Male,White,Young,53641,Engineering,94301,12.8,Standard,0.7,59.8,17.9,7163,1,South,Blue,41.5,140,19,1
Female,Hispanic,Middle,33861,Sales,94604,30.3,Flexible,0.1,31.0,27.8,6092,1,East,Red,57.9,161,14,1
Female,White,Young,52885,Marketing,94302,21.5,Standard,0.23,56.4,8.5,7658,1,South,Green,47.5,88,17,1
Male,White,Middle,63252,Sales,94303,18.8,Standard,0.7,35.0,18.8,1364,2,East,Blue,57.0,180,14,0
Male,White,Middle,58692,Sales,94301,21.4,Flexible,0.7,32.5,20.9,9640,3,North,Yellow,67.5,206,16,1
Female,Hispanic,Young,37076,Marketing,94604,16.7,Flexible,0.1,46.7,30.5,4308,2,West,Red,51.9,127,21,0
Male,Hispanic,Middle,46573,Engineering,94602,13.0,Standard,0.41,57.9,24.5,10568,0,South,Blue,66.3,134,16,1
Female,Black,Middle,40568,Marketing,94503,29.0,Flexible,0.1,70.4,23.3,8014,1,North,Yellow,62.0,64,16,0
Male,Asian,Young,63566,Engineering,94402,14.4,Standard,0.23,46.3,15.2,3532,1,West,Yellow,62.3,126,17,1
Male,White,Senior,80604,HR,94302,1.0,Standard,0.7,30.4,30.8,5563,2,West,Yellow,55.6,95,12,1
Male,Hispanic,Middle,51153,Engineering,94601,12.5,Flexible,0.24,49.6,23.5,2969,3,South,Yellow,49.8,136,20,0
Male,White,Senior,75006,HR,94302,14.0,Standard,0.7,36.5,10.0,1774,1,South,Yellow,57.3,104,14,1
Female,White,Young,38239,HR,94301,29.4,Standard,0.28,43.5,26.6,5550,0,North,Yellow,33.5,107,17,1
Male,White,Senior,78116,Engineering,94303,10.3,Standard,0.7,39.9,26.3,10252,2,West,Red,72.0,103,16,1
Male,Black,Middle,49562,Engineering,94501,17.4,Standard,0.39,47.7,21.2,2791,5,South,Blue,69.7,137,20,1
Male,Asian,Middle,63313,Engineering,94402,13.2,Standard,0.14,37.6,21.2,9606,4,North,Yellow,50.8,183,18,1
Male,White,Middle,64612,Marketing,94302,19.5,Standard,0.7,37.9,15.4,8919,1,South,Green,60.8,120,18,0
Male,Hispanic,Young,50924,Engineering,94604,22.1,Flexible,0.33,67.1,33.3,6331,2,East,Yellow,41.7,148,19,1
Male,White,Senior,85952,Sales,94302,13.8,Standard,0.7,26.8,29.8,7032,3,West,Yellow,61.2,265,16,1
Female,White,Middle,40282,Sales,94301,22.4,Standard,0.33,34.6,12.5,5156,1,West,Blue,36.9,163,18,1
Male,White,Young,65386,Marketing,94303,17.2,Flexible,0.7,45.4,24.4,10688,2,North,Yellow,41.8,125,15,1
Male,Black,Young,46047,Sales,94504,19.8,Standard,0.2,67.0,18.3,7483,3,West,Blue,54.7,202,15,1
Female,Asian,Young,49198,Sales,94403,23.1,Standard,0.34,30.2,10.8,9142,1,South,Green,45.6,176,21,1
Male,White,Middle,59933,Sales,94302,19.0,Flexible,0.7,48.2,36.4,6906,3,East,Yellow,61.6,181,20,1
Female,Black,Middle,25008,Marketing,94504,24.9,Standard,0.1,39.7,18.2,3631,2,West,Blue,28.1,108,18,1
Male,White,Middle,63650,Sales,94301,22.1,Standard,0.7,58.1,17.3,2980,2,East,Red,59.7,214,16,1
Female,Black,Middle,39047,HR,94502,26.5,Flexible,0.1,43.6,11.5,10088,1,East,Blue,55.2,153,14,0
Female,Hispanic,Middle,32717,Sales,94601,20.5,Flexible,0.1,18.5,19.1,4265,0,North,Red,45.7,181,12,0
Female,White,Middle,43143,Engineering,94303,30.0,Flexible,0.28,56.1,4.0,2419,2,East,Red,40.1,107,14,0
Female,Asian,Young,42202,Sales,94404,25.3,Standard,0.19,47.6,19.8,3836,3,North,Green,63.6,241,15,1
Male,Black,Young,40374,Sales,94501,14.3,Flexible,0.29,29.6,33.7,2751,1,South,Yellow,57.0,179,21,1
Female,White,Young,33176,Marketing,94301,16.2,Flexible,0.2,45.9,28.4,9595,4,North,Blue,49.5,125,17,1
Male,Hispanic,Senior,76508,HR,94602,11.2,Standard,0.24,35.4,27.9,8586,4,South,Yellow,55.2,95,12,0
Male,White,Middle,55879,HR,94301,24.2,Flexible,0.7,29.5,43.2,5614,0,West,Green,56.7,134,12,1
Male,White,Senior,89276,Engineering,94304,1.0,Standard,0.7,19.7,26.0,6826,1,East,Red,69.1,136,14,1
Male,White,Middle,66852,HR,94303,1.6,Standard,0.7,43.0,16.7,7279,0,North,Green,54.0,119,18,1
Male,White,Senior,87835,Sales,94303,13.8,Standard,0.7,22.6,30.7,1356,1,South,Red,50.8,175,16,1
Male,Asian,Middle,54748,Sales,94404,16.2,Flexible,0.39,29.7,25.1,4602,3,South,Red,69.5,123,14,0
Male,Black,Middle,41957,Sales,94504,18.4,Standard,0.27,53.6,24.3,5431,1,West,Green,65.6,203,14,1
Female,Hispanic,Young,29565,Engineering,94603,20.4,Standard,0.1,46.7,23.4,7600,4,North,Blue,51.5,110,21,1
Female,White,Middle,42767,Engineering,94302,12.3,Flexible,0.39,27.8,17.8,1961,2,South,Yellow,36.4,96,20,0
Male,White,Senior,68133,Sales,94301,5.8,Standard,0.7,26.0,39.0,1202,1,East,Blue,56.8,186,12,0
Male,White,Young,57622,Engineering,94301,22.8,Flexible,0.7,53.9,11.0,9537,2,South,Blue,71.6,187,21,1
Male,Black,Young,48991,Sales,94502,12.7,Flexible,0.28,54.2,30.5,6488,4,South,Red,46.9,206,15,0
Male,Hispanic,Middle,43527,Engineering,94603,12.8,Flexible,0.2,46.7,25.1,2755,1,West,Green,66.4,194,16,1
Male,Black,Senior,64797,Marketing,94503,1.0,Standard,0.35,43.0,27.6,7147,1,East,Red,45.5,89,12,1
Male,White,Middle,58897,Marketing,94302,6.0,Standard,0.7,43.3,21.0,9042,1,North,Red,55.8,136,16,1
Male,Asian,Young,59781,Marketing,94402,20.6,Flexible,0.36,56.1,36.1,7717,1,East,Green,64.1,110,15,1
Female,Asian,Middle,38545,Marketing,94404,21.7,Flexible,0.18,35.2,28.1,8169,4,East,Yellow,45.7,35,20,1
Male,White,Middle,61461,Marketing,94304,20.0,Standard,0.7,28.8,17.8,7355,2,West,Red,53.8,38,14,1
Male,Asian,Senior,78684,HR,94403,6.2,Standard,0.41,48.6,33.0,7461,2,North,Yellow,63.9,119,12,1
Male,White,Middle,60234,Marketing,94303,7.7,Standard,0.7,48.8,26.4,9741,2,East,Red,50.7,142,12,1
Male,White,Middle,56739,Sales,94301,13.7,Standard,0.7,37.2,19.3,2533,4,North,Blue,57.1,187,16,1
Male,White,Young,53333,HR,94303,12.1,Standard,0.7,43.4,10.5,4888,2,North,Blue,60.9,18,21,0
Female,White,Senior,73482,Sales,94303,13.8,Flexible,0.45,57.9,27.2,8193,1,South,Red,49.7,207,18,0
Male,White,Middle,63151,Sales,94301,11.0,Flexible,0.7,31.0,18.2,7704,2,West,Yellow,78.4,206,16,1
Male,White,Senior,85028,Marketing,94304,9.3,Standard,0.7,37.3,28.2,8196,1,West,Green,57.8,137,16,0
Female,White,Middle,44581,HR,94302,20.5,Flexible,0.36,33.3,32.7,2514,2,West,Green,34.5,104,20,0
Female,Asian,Senior,62179,Sales,94401,13.3,Flexible,0.31,30.9,14.5,4653,3,South,Red,50.5,193,12,0
Female,Hispanic,Senior,57453,HR,94601,27.0,Flexible,0.1,27.5,31.8,5726,4,South,Blue,59.0,120,14,0
Male,Asian,Middle,48826,HR,94403,17.3,Standard,0.5,18.4,14.8,2334,4,North,Green,57.6,112,12,1
Female,White,Senior,59426,Marketing,94302,18.8,Standard,0.35,38.9,32.9,1695,2,North,Yellow,38.3,137,14,1
Male,White,Young,56011,Sales,94303,14.7,Flexible,0.7,56.6,38.6,1541,4,West,Red,92.1,190,21,1
Male,White,Middle,57727,Engineering,94302,18.3,Standard,0.7,33.4,31.2,6148,4,North,Green,77.5,161,20,1
Male,White,Senior,75601,Marketing,94301,12.7,Standard,0.7,61.1,27.5,8834,0,West,Blue,67.9,153,14,1
Male,Black,Middle,51664,HR,94502,9.8,Standard,0.32,42.8,31.1,8385,5,West,Red,61.1,102,16,1
Male,Black,Middle,50407,Engineering,94503,7.3,Standard,0.47,41.7,21.3,1502,5,West,Yellow,61.5,200,20,1
Male,Asian,Middle,64964,HR,94402,3.6,Standard,0.46,43.9,13.4,1474,1,East,Yellow,47.9,115,14,1
Female,Black,Middle,47368,HR,94502,32.0,Flexible,0.1,34.1,15.1,8739,4,North,Red,52.7,85,20,0
Female,White,Senior,58685,HR,94302,15.8,Flexible,0.16,25.2,39.3,1926,3,East,Yellow,67.9,61,18,0
Female,White,Middle,45736,Marketing,94303,26.0,Flexible,0.25,32.4,11.7,4138,2,North,Red,41.2,136,12,0
Male,Black,Senior,70727,HR,94501,11.0,Standard,0.36,29.5,31.7,9043,1,East,Yellow,37.6,102,16,0
Female,White,Middle,44929,HR,94304,27.6,Flexible,0.42,45.6,20.1,8270,2,North,Blue,56.7,100,12,1
Male,White,Young,54575,Engineering,94301,14.7,Standard,0.7,46.2,21.1,6236,0,East,Red,51.5,147,21,1
Female,White,Middle,40414,Sales,94302,16.4,Standard,0.18,46.2,34.5,5293,1,South,Yellow,43.4,149,14,1
Male,White,Middle,61202,Marketing,94304,9.8,Standard,0.7,27.4,24.7,8509,0,South,Blue,50.2,114,20,1
Female,White,Young,40273,Marketing,94302,21.2,Flexible,0.39,43.6,28.5,4459,1,West,Yellow,47.6,93,19,0
Male,Asian,Middle,58796,Sales,94402,7.1,Standard,0.26,32.9,43.2,5095,2,West,Red,39.9,232,12,1
Female,Asian,Middle,41770,HR,94401,18.7,Standard,0.37,1.8,19.3,8101,3,North,Blue,48.1,51,16,1
Female,White,Middle,45708,HR,94303,17.0,Standard,0.24,35.4,24.8,8261,2,South,Red,22.6,47,20,1
Male,White,Young,55233,HR,94302,13.4,Standard,0.7,39.6,29.6,9847,3,West,Green,62.7,98,19,1
Male,Asian,Middle,58787,Engineering,94402,12.5,Standard,0.07,44.6,21.4,7250,1,North,Red,66.0,161,12,1
Female,White,Middle,40595,HR,94302,23.6,Flexible,0.12,47.3,24.9,7210,0,West,Yellow,46.9,120,20,1
Male,White,Senior,80803,HR,94301,14.3,Flexible,0.7,21.0,33.0,6991,1,South,Red,59.8,82,18,1
Female,White,Middle,51696,Sales,94304,21.8,Flexible,0.19,37.5,27.3,4913,5,West,Yellow,56.9,233,12,1
Male,White,Middle,61304,Engineering,94301,7.5,Standard,0.7,27.2,24.9,9341,2,West,Green,79.1,148,14,1
Male,Asian,Senior,79609,Engineering,94404,1.0,Flexible,0.24,38.2,1.0,3231,1,East,Red,57.6,165,16,1
Male,Asian,Middle,62086,Sales,94403,15.8,Standard,0.3,33.1,12.4,3753,0,East,Red,62.5,204,14,1
Male,White,Young,52982,HR,94302,11.7,Standard,0.7,44.7,38.7,8677,1,West,Blue,57.6,103,15,0
Female,White,Senior,73594,HR,94302,17.2,Flexible,0.25,32.8,13.4,6741,1,West,Yellow,43.0,94,12,1
Male,White,Middle,54722,Engineering,94301,16.6,Flexible,0.7,42.9,33.3,6524,2,East,Red,62.9,174,14,1
Male,White,Middle,64398,Sales,94301,22.2,Standard,0.7,40.6,14.2,10977,0,South,Red,57.5,188,16,0
Male,Hispanic,Middle,53734,Engineering,94604,6.3,Standard,0.3,43.9,16.3,3029,2,East,Yellow,60.7,130,18,1
Male,Black,Senior,65489,Engineering,94502,4.9,Standard,0.25,42.2,29.4,8593,4,North,Green,66.4,165,12,1
Female,Black,Senior,60044,HR,94504,17.6,Flexible,0.1,33.7,33.4,10121,4,North,Red,62.7,49,14,0
Female,Asian,Senior,65489,Marketing,94402,12.3,Flexible,0.3,24.6,26.2,5767,1,West,Yellow,43.7,132,16,1
Male,Asian,Middle,67449,HR,94402,7.6,Standard,0.39,24.0,26.9,6986,2,North,Green,68.6,132,20,1
Female,Asian,Middle,43966,Marketing,94401,29.5,Standard,0.3,32.4,10.1,2475,2,North,Blue,48.2,46,14,0
Female,White,Young,44457,Marketing,94302,17.8,Standard,0.35,52.2,4.0,6666,5,East,Red,50.6,158,13,1
Male,White,Young,57426,HR,94303,8.5,Flexible,0.7,36.2,20.5,4023,1,North,Yellow,55.5,123,19,0
Female,Black,Senior,46283,Marketing,94501,12.3,Flexible,0.1,45.7,22.2,1757,2,South,Blue,43.2,65,12,0
Male,White,Middle,58408,Sales,94303,20.4,Standard,0.7,29.5,23.6,10152,2,East,Red,70.8,217,18,1
Male,Hispanic,Middle,48620,Engineering,94603,11.5,Flexible,0.37,38.9,41.7,6905,2,South,Yellow,40.9,115,18,0
Female,Black,Middle,36310,Sales,94504,16.1,Standard,0.1,54.8,8.7,4081,3,North,Blue,53.7,198,12,0
Male,Hispanic,Middle,42884,Sales,94604,10.8,Flexible,0.28,38.2,21.6,5784,0,East,Blue,39.9,205,18,0
Female,White,Young,43804,Marketing,94304,22.8,Flexible,0.12,39.1,34.4,8295,3,North,Yellow,61.0,84,21,1
Female,Asian,Middle,45881,HR,94401,27.5,Flexible,0.33,14.9,26.2,7662,4,North,Green,46.1,67,14,0
Male,White,Middle,63377,Engineering,94302,19.0,Standard,0.7,44.1,15.2,1616,5,South,Blue,71.5,172,18,1
Female,Hispanic,Middle,25700,HR,94603,19.1,Flexible,0.1,43.1,3.3,7690,3,North,Green,46.6,88,16,0
Male,White,Senior,83532,Sales,94304,7.3,Standard,0.7,40.8,20.9,1126,5,West,Red,47.8,239,16,1
Male,Black,Senior,68767,Marketing,94504,20.5,Standard,0.23,36.1,15.9,4400,2,North,Green,58.8,137,14,0
Female,Asian,Middle,42074,Sales,94402,28.0,Flexible,0.39,34.6,17.4,8155,4,East,Red,49.1,123,18,1
Female,White,Senior,53177,Marketing,94304,16.7,Flexible,0.44,27.1,39.3,10281,3,East,Red,44.6,28,16,0
Male,White,Middle,67467,Sales,94303,3.5,Standard,0.7,40.4,15.9,2757,2,West,Red,40.8,180,20,0
Male,Hispanic,Middle,50883,Marketing,94601,12.7,Standard,0.27,49.9,18.8,5237,3,South,Yellow,69.2,97,14,0
Female,White,Young,37342,HR,94304,16.4,Flexible,0.32,20.4,28.3,4546,3,South,Yellow,48.3,41,21,0
Female,Black,Middle,36876,Marketing,94502,18.7,Flexible,0.1,49.4,23.4,2050,0,North,Green,50.3,130,20,0
Female,White,Middle,46722,Engineering,94303,18.2,Flexible,0.37,37.1,33.0,5819,3,North,Blue,36.5,163,14,0
Male,Asian,Young,64112,Engineering,94403,13.8,Flexible,0.22,48.3,30.5,3760,2,North,Yellow,60.4,187,15,1
Male,Black,Young,48451,Engineering,94501,15.3,Standard,0.3,57.0,18.5,8486,2,South,Green,58.2,91,21,0
Male,White,Middle,60059,Sales,94303,11.3,Flexible,0.7,38.3,28.1,10968,3,North,Green,58.3,214,14,1
Female,White,Middle,41785,HR,94301,16.6,Flexible,0.15,42.3,21.9,6395,2,East,Yellow,61.8,60,12,1
Male,Black,Young,52989,Engineering,94503,14.1,Flexible,0.4,33.7,9.9,1559,5,South,Blue,60.4,183,13,1
Male,White,Middle,56082,Sales,94302,12.5,Flexible,0.7,37.2,41.3,2277,2,West,Red,67.7,219,14,1
Female,White,Middle,40535,HR,94301,13.5,Standard,0.47,45.1,12.5,2024,4,West,Blue,46.5,46,16,0
Male,Black,Middle,49661,Sales,94503,18.0,Standard,0.31,36.1,23.1,4491,2,South,Red,39.8,228,12,1
Female,White,Middle,38870,Engineering,94303,19.4,Standard,0.22,36.7,17.2,6339,1,East,Green,63.9,108,12,0
Female,White,Young,53010,Marketing,94304,21.7,Flexible,0.33,51.6,21.9,6580,4,East,Yellow,55.7,80,15,1
Female,Black,Middle,44636,HR,94502,21.9,Flexible,0.1,44.3,22.5,8667,2,North,Red,48.3,68,14,0
Male,White,Senior,77732,Engineering,94304,9.9,Standard,0.7,50.2,28.6,7500,3,South,Yellow,66.3,164,16,1
Male,White,Middle,53067,Sales,94304,15.7,Flexible,0.7,44.4,20.2,10411,2,South,Red,56.0,209,12,1
Female,White,Middle,46682,HR,94303,16.5,Flexible,0.17,53.5,29.7,1428,1,West,Green,58.1,94,12,1
Female,Black,Middle,32589,HR,94501,24.6,Flexible,0.1,39.0,15.6,5758,1,East,Green,56.9,117,12,0
Female,Black,Middle,40873,HR,94503,21.3,Flexible,0.1,16.3,16.7,2670,1,West,Blue,58.0,31,14,0
Male,Asian,Middle,54064,HR,94403,20.4,Standard,0.26,35.7,10.2,5423,0,South,Red,63.7,141,16,0
Female,White,Senior,67722,Marketing,94302,22.1,Flexible,0.26,26.9,22.8,5288,1,South,Green,65.2,60,16,1
Female,White,Young,45569,Sales,94302,29.6,Flexible,0.25,49.4,33.2,8518,1,South,Red,57.5,113,21,0
Female,White,Senior,61618,Engineering,94303,13.3,Flexible,0.32,31.8,19.0,3332,1,North,Red,56.9,163,12,1
Female,White,Young,46200,Sales,94302,29.4,Standard,0.34,52.6,35.1,1244,3,East,Green,60.6,195,21,0
Female,Hispanic,Middle,39392,HR,94604,23.5,Flexible,0.1,33.3,12.3,8753,1,North,Blue,44.3,127,16,0
Female,White,Senior,65434,Sales,94303,21.5,Flexible,0.3,37.2,10.1,1414,3,West,Red,54.9,224,18,1
Male,White,Senior,80486,HR,94304,13.4,Standard,0.7,38.7,35.1,1992,0,South,Red,49.2,75,12,1
Male,White,Senior,75636,Sales,94303,12.3,Standard,0.7,35.4,22.6,10654,2,South,Green,49.0,241,18,0
Male,Black,Senior,75721,Sales,94504,4.6,Standard,0.39,20.4,16.2,10055,2,South,Yellow,38.3,209,12,0
Male,Black,Middle,55222,Sales,94501,19.8,Flexible,0.34,48.9,26.1,1417,3,South,Red,53.6,164,20,1
Male,Black,Middle,47947,Marketing,94503,16.8,Standard,0.25,46.2,26.7,4529,3,East,Green,55.2,84,14,0
Male,Asian,Middle,57378,Engineering,94401,7.6,Standard,0.29,38.1,31.6,9862,2,North,Green,66.2,177,12,1
Male,White,Middle,67071,HR,94301,12.6,Flexible,0.7,21.9,21.4,5534,2,North,Yellow,47.5,97,12,0
Male,White,Middle,54332,Sales,94303,8.9,Standard,0.7,43.0,13.2,4338,2,South,Blue,53.8,246,14,1
Female,White,Middle,48021,HR,94302,15.9,Flexible,0.29,34.7,18.8,1122,3,North,Blue,57.3,95,20,0
Female,Black,Middle,32206,HR,94503,27.3,Flexible,0.1,34.5,20.8,4781,3,South,Blue,36.1,37,12,1
Male,Black,Senior,78890,Engineering,94503,2.6,Standard,0.26,34.2,33.0,7131,7,East,Yellow,59.7,157,14,1
Female,Black,Middle,35317,HR,94502,16.4,Standard,0.1,54.6,8.9,9560,4,West,Blue,72.3,109,20,0
Male,Black,Young,56301,HR,94504,24.9,Standard,0.35,51.5,21.0,8221,4,East,Red,65.6,110,15,1
Male,Black,Middle,46193,Engineering,94502,12.8,Flexible,0.09,38.9,26.3,5639,2,North,Blue,63.2,116,16,1
Male,Asian,Middle,51757,Sales,94404,18.3,Standard,0.3,34.8,36.4,9551,3,North,Yellow,47.7,215,14,0
Male,Black,Middle,48828,Engineering,94501,20.6,Flexible,0.33,40.3,18.6,5035,3,North,Red,64.0,110,14,1
Female,Asian,Senior,64313,HR,94403,21.9,Standard,0.36,35.0,14.5,2773,3,South,Green,55.2,108,16,1
Female,White,Middle,42446,Marketing,94302,23.7,Standard,0.41,46.0,26.3,2975,3,North,Yellow,63.3,134,18,0
Male,Black,Senior,73791,Sales,94502,9.8,Standard,0.29,29.7,5.8,1432,1,South,Blue,57.4,273,18,0
Male,Hispanic,Middle,48950,Engineering,94604,17.7,Standard,0.38,31.9,19.5,6319,3,North,Yellow,49.6,159,20,0
Male,White,Middle,49592,Engineering,94301,13.9,Standard,0.7,35.6,28.7,4303,1,North,Red,69.1,82,12,1
Male,Asian,Middle,60764,HR,94403,18.5,Standard,0.36,39.1,26.8,5362,2,South,Green,51.2,92,18,1
Male,Asian,Young,53587,Engineering,94402,13.7,Standard,0.33,49.8,25.6,8615,1,West,Blue,48.7,155,13,0
Male,White,Young,58192,Engineering,94304,14.3,Standard,0.7,49.9,10.9,8795,4,East,Yellow,31.0,180,21,1
Female,Black,Young,42765,HR,94501,32.4,Flexible,0.1,40.1,10.8,10378,2,West,Green,45.4,44,17,0
Female,White,Middle,53864,Sales,94301,20.6,Flexible,0.16,39.1,31.7,4319,4,South,Yellow,49.0,131,16,1
Male,Hispanic,Young,47122,HR,94604,15.1,Standard,0.41,56.8,23.2,8750,3,North,Yellow,60.5,125,21,0
Female,Asian,Senior,65888,Sales,94401,20.2,Flexible,0.31,47.7,19.3,1009,2,North,Red,55.9,173,12,1
