Gender,Age,Commute_Time,Job_Level,Marital_Status,Department,Python_Skill,Excel_Skill,Experience,Education,Spa_Membership,Hiring_Decision
Female,37,31,2,divorced,Finance,56,71,20.1,Bachelors,N,0
Female,40,20,2,married,HR,84,56,23.3,Bachelors,Y,1
Female,40,41,1,married,Marketing,65,87,23.4,Bachelors,N,0
Female,36,29,2,single,Engineering,76,78,22.8,Masters,N,1
Male,34,22,3,single,HR,98,66,18.8,Bachelors,N,1
Male,23,12,3,divorced,Engineering,71,83,4.4,Bachelors,N,1
Male,32,19,2,married,IT,87,60,21.6,PhD,Y,1
Male,33,10,3,divorced,HR,84,77,19.3,Masters,N,1
Male,33,20,1,married,IT,63,79,15.1,Bachelors,N,1
Female,40,27,1,married,Finance,84,73,19.1,Masters,Y,0
Male,35,18,2,single,HR,81,70,16.8,Bachelors,N,0
Male,39,22,1,single,IT,73,90,17.3,Bachelors,N,1
Male,42,10,3,single,Marketing,60,57,27.3,Bachelors,Y,1
Female,36,25,1,single,Finance,54,86,15.1,Masters,Y,0
Female,32,32,1,married,HR,68,80,13.4,Bachelors,Y,0
Male,27,30,2,married,HR,63,85,7.5,Bachelors,N,0
Male,32,17,1,single,Marketing,87,69,13.9,PhD,N,0
Female,39,33,1,married,Marketing,65,88,19.6,Masters,Y,0
Male,29,17,3,single,IT,61,50,15.5,Masters,Y,1
Female,31,41,1,married,IT,62,54,15.2,Masters,Y,0
Female,38,19,1,married,IT,57,67,18.6,Bachelors,Y,0
Male,37,18,1,single,Engineering,65,64,19.7,Masters,N,0
Male,40,8,2,married,Finance,53,65,24.7,Bachelors,Y,1
Female,37,14,1,married,HR,71,93,17.0,Bachelors,Y,0
Male,32,19,2,single,Finance,68,65,14.5,Bachelors,N,1
Male,28,18,3,married,Marketing,102,70,12.5,Bachelors,Y,1
Female,41,28,1,single,Finance,81,81,20.1,Bachelors,N,0
Female,35,29,1,single,Finance,89,72,14.1,Bachelors,N,0
Female,46,48,1,divorced,IT,78,79,28.4,Bachelors,N,1
Female,27,28,1,married,Marketing,62,92,5.6,Bachelors,N,0
Male,33,21,2,single,Finance,83,73,14.7,Masters,Y,1
Male,38,14,2,married,HR,76,77,19.3,Masters,N,0
Female,43,31,2,single,IT,74,83,25.9,Bachelors,N,0
Female,63,28,1,married,Finance,80,99,47.6,Masters,N,0
Male,38,15,1,single,Marketing,87,57,17.6,Bachelors,Y,0
Female,33,40,1,married,HR,70,110,10.1,Masters,N,0
Male,35,25,1,single,Marketing,80,81,15.2,Bachelors,Y,0
Male,21,18,1,single,Marketing,82,84,-0.9,PhD,N,0
Male,35,4,2,married,Marketing,93,85,17.5,Bachelors,Y,1
Male,29,15,1,divorced,Engineering,74,82,7.5,Bachelors,N,1
Male,43,34,1,single,HR,76,54,23.3,Bachelors,N,0
Male,31,16,1,married,Marketing,73,56,8.6,Bachelors,N,0
Male,35,24,2,married,Engineering,81,78,16.5,PhD,N,1
Female,36,38,1,single,IT,77,86,14.0,Bachelors,N,0
Female,55,31,1,married,Engineering,73,90,37.5,Bachelors,N,1
Female,39,24,2,single,IT,69,80,19.6,Bachelors,Y,1
Female,56,15,1,married,Engineering,82,64,37.1,Bachelors,Y,0
Male,42,22,3,single,Marketing,70,68,26.4,Bachelors,N,1
Male,39,13,1,divorced,Engineering,62,78,19.4,Bachelors,N,0
Female,44,31,3,single,Engineering,73,76,28.7,Bachelors,Y,1
Male,39,10,2,married,Marketing,79,69,22.2,Masters,N,1
Female,26,28,3,married,IT,67,80,12.6,Bachelors,N,1
Male,33,18,3,married,Marketing,64,63,18.9,Bachelors,N,0
Female,48,31,1,single,HR,72,70,31.1,Bachelors,N,0
Male,35,11,1,divorced,Engineering,101,95,12.9,Bachelors,N,0
Female,30,37,2,married,HR,54,98,9.3,Bachelors,Y,0
Male,35,14,1,single,Marketing,78,82,18.3,Bachelors,N,0
Female,55,19,1,divorced,Marketing,70,84,36.1,Masters,Y,0
Male,45,17,2,married,Finance,74,57,24.9,Bachelors,N,1
Female,41,30,1,divorced,HR,71,90,20.4,Bachelors,Y,0
Female,49,30,1,married,Finance,64,93,30.1,Bachelors,Y,0
Male,33,26,3,single,HR,81,65,16.9,PhD,N,1
Female,28,28,1,married,Finance,66,67,9.2,Bachelors,N,0
Female,34,29,2,married,Finance,63,85,13.7,Masters,Y,0
Male,48,11,1,married,HR,79,82,27.9,Bachelors,N,1
Female,39,34,2,single,Marketing,75,72,21.2,Masters,N,0
Female,40,31,1,single,IT,51,86,18.6,Bachelors,N,0
Female,39,27,1,married,Marketing,78,69,18.4,Bachelors,Y,0
Male,51,6,1,married,IT,71,56,30.1,Bachelors,N,0
Male,49,26,3,married,HR,87,72,30.8,Masters,N,1
Female,59,22,1,married,Engineering,61,70,37.8,Bachelors,Y,1
Female,40,26,2,married,Marketing,78,85,22.4,Bachelors,N,0
Male,38,20,1,single,Finance,79,50,16.1,Masters,N,0
Female,29,22,1,divorced,Marketing,58,69,7.7,Masters,Y,0
Male,47,9,2,single,HR,74,82,25.6,Masters,Y,1
Male,26,5,1,married,Engineering,94,78,8.9,PhD,N,0
Male,37,22,3,single,Engineering,80,75,22.9,Bachelors,N,1
Male,27,14,2,single,Marketing,74,64,11.4,Masters,N,1
Female,37,47,1,married,Marketing,83,80,17.7,Bachelors,Y,0
Male,29,12,2,married,Marketing,90,67,11.6,Bachelors,N,1
Female,37,24,3,single,HR,59,108,20.6,Bachelors,Y,0
Female,37,26,1,married,IT,67,83,19.6,Bachelors,Y,0
Female,37,31,1,divorced,IT,48,70,17.0,Bachelors,Y,0
Male,42,15,1,married,Finance,90,69,18.1,Bachelors,N,0
Male,27,21,2,married,HR,80,49,5.1,Bachelors,N,0
Female,43,24,2,divorced,Engineering,78,57,25.7,Masters,Y,1
Female,51,21,1,married,Finance,46,97,29.1,Bachelors,N,0
Male,31,7,3,married,Engineering,76,73,15.2,Bachelors,N,1
Female,36,16,2,married,Engineering,72,74,19.5,Masters,Y,0
Female,40,26,2,single,Marketing,44,79,20.3,Masters,N,0
Female,51,28,2,married,Engineering,77,78,32.4,Bachelors,Y,1
Female,43,26,2,married,Engineering,66,80,24.5,Bachelors,Y,1
Female,37,37,1,married,HR,48,93,15.3,Bachelors,N,0
Male,39,25,1,single,Marketing,73,76,16.1,Bachelors,N,0
Female,33,27,2,single,Marketing,75,75,12.8,Bachelors,N,1
Female,47,19,1,married,Finance,59,59,24.0,PhD,Y,0
Male,39,14,2,divorced,Marketing,79,57,20.6,Bachelors,N,1
Male,33,14,2,married,IT,74,79,14.6,Bachelors,Y,1
Male,29,14,1,married,HR,56,88,7.9,Bachelors,N,0
Female,34,25,1,married,Finance,77,69,11.2,Bachelors,Y,0
Female,46,26,2,married,IT,79,67,30.2,Masters,N,1
Male,45,15,1,married,Engineering,93,64,23.8,Bachelors,N,1
Female,36,26,1,married,IT,70,101,21.1,Bachelors,Y,1
Male,39,19,2,married,Finance,85,71,22.7,Bachelors,Y,1
Female,25,32,1,married,Marketing,50,70,0.9,Masters,Y,0
Female,37,24,1,married,HR,72,75,19.5,Bachelors,Y,0
Female,41,37,1,single,Finance,66,73,19.6,Masters,N,0
Male,28,12,2,married,IT,79,78,8.1,Masters,N,1
Male,28,8,2,single,IT,66,93,9.5,Bachelors,Y,1
Male,30,20,2,married,Finance,93,71,14.3,Bachelors,N,0
Male,38,13,2,married,Finance,60,83,21.0,Bachelors,N,1
Female,40,31,1,married,Finance,73,63,20.4,Bachelors,N,0
Female,24,15,2,single,Marketing,58,108,4.4,Bachelors,N,0
Female,25,38,1,married,Finance,95,63,6.9,Bachelors,Y,0
Female,37,34,2,married,Engineering,78,94,17.0,Bachelors,N,0
Female,45,20,2,married,HR,69,84,29.1,Bachelors,Y,0
Female,20,21,2,single,HR,57,64,2.7,Masters,N,0
Female,38,40,1,married,Engineering,80,90,16.8,Bachelors,N,0
Female,37,25,2,married,IT,30,79,23.3,Bachelors,Y,0
Male,47,12,3,married,IT,84,59,32.8,Masters,N,1
Male,32,4,2,single,IT,86,70,15.1,Bachelors,N,1
Male,39,15,1,single,IT,85,50,19.2,Bachelors,N,1
Female,43,28,1,married,Marketing,80,74,20.7,Bachelors,Y,0
Female,24,34,1,single,Engineering,63,68,4.1,Bachelors,N,0
Male,42,9,2,single,HR,86,67,27.2,Bachelors,N,1
Female,43,20,1,divorced,Engineering,61,59,20.2,Bachelors,N,0
Female,46,32,1,married,HR,60,58,27.1,Bachelors,Y,0
Male,67,24,3,single,IT,67,59,53.8,Bachelors,N,1
Male,19,8,2,married,Marketing,76,69,3.9,Bachelors,N,1
Female,55,36,1,married,Finance,83,68,33.2,Masters,Y,1
Male,33,18,2,married,Finance,100,75,13.9,PhD,N,1
Female,44,36,2,divorced,IT,66,88,26.2,Masters,Y,0
Male,35,17,1,married,IT,72,59,15.9,Masters,N,0
Female,38,14,1,married,Engineering,85,96,20.6,Bachelors,N,0
Female,37,29,1,married,Marketing,75,76,16.6,Bachelors,Y,0
Female,44,36,2,married,Marketing,70,101,27.9,Bachelors,N,1
Female,29,24,2,married,Engineering,56,76,5.9,Bachelors,Y,0
Male,42,15,1,single,Marketing,97,56,21.5,Bachelors,Y,1
Male,32,16,3,married,Marketing,81,84,17.9,Bachelors,Y,1
Male,26,0,3,divorced,Finance,80,57,11.7,Bachelors,Y,1
Female,38,40,2,married,Marketing,76,93,18.1,Bachelors,Y,0
Female,52,24,2,married,IT,70,81,36.1,Bachelors,Y,1
Female,37,33,1,divorced,Finance,87,73,14.2,Masters,Y,0
Male,38,17,2,married,IT,92,60,22.4,Bachelors,Y,1
Male,30,25,3,single,IT,73,68,13.6,Bachelors,Y,1
Male,42,20,1,single,Engineering,81,78,21.1,Bachelors,Y,0
Male,41,16,3,married,Marketing,72,69,24.4,Bachelors,N,1
Female,56,24,2,married,Marketing,92,97,38.8,Bachelors,Y,0
Male,34,22,2,single,Marketing,71,55,20.2,Bachelors,N,1
Male,41,6,2,single,Marketing,78,68,25.4,Bachelors,Y,1
Female,42,33,1,married,Finance,74,93,19.7,Bachelors,Y,0
Male,46,11,1,divorced,HR,86,55,23.9,Bachelors,N,1
Male,30,25,3,married,IT,88,82,10.2,Bachelors,N,1
Female,47,30,1,divorced,HR,79,80,27.6,PhD,N,0
Male,34,21,1,married,HR,88,71,13.7,Bachelors,N,1
Female,41,30,1,divorced,HR,64,75,22.3,Bachelors,N,0
Female,42,19,1,married,Finance,63,65,21.0,Masters,Y,0
Female,44,24,2,divorced,HR,70,79,25.2,Masters,Y,1
Male,35,22,2,married,Finance,73,63,14.1,Bachelors,N,1
Female,43,30,1,married,Engineering,62,98,25.2,Bachelors,Y,0
Male,48,25,3,divorced,Engineering,74,76,30.8,Bachelors,Y,1
Male,43,20,2,single,Engineering,105,70,23.3,Masters,N,1
Male,42,12,3,single,Finance,98,85,27.9,Masters,N,1
Female,38,25,2,single,Finance,67,79,17.0,PhD,Y,0
Male,28,18,3,married,IT,55,78,13.1,Bachelors,Y,1
Male,43,4,2,single,HR,72,83,23.5,Bachelors,Y,1
Female,49,40,1,married,Marketing,80,76,28.8,Bachelors,N,1
Male,47,20,3,single,Marketing,61,75,27.1,Bachelors,N,1
Male,31,25,2,single,HR,87,64,14.2,Bachelors,N,1
Male,34,8,1,single,Marketing,86,83,18.1,Bachelors,N,0
Male,22,25,2,divorced,Marketing,80,69,1.5,Bachelors,N,0
Male,32,31,3,married,Marketing,79,86,18.3,Bachelors,N,1
Male,43,10,2,divorced,Finance,69,72,24.9,Masters,N,0
Female,38,34,1,married,Finance,78,110,19.1,Bachelors,N,0
Male,41,18,2,married,Finance,83,61,20.6,Bachelors,N,1
Male,34,8,3,single,HR,74,80,15.9,Bachelors,N,1
Female,44,32,1,married,Engineering,60,79,24.2,Bachelors,Y,0
Male,26,23,2,single,Marketing,65,67,7.6,PhD,N,1
Female,42,26,1,single,IT,74,57,22.3,Masters,Y,0
Male,12,24,2,single,Finance,77,70,-8.9,Bachelors,Y,0
Male,34,7,2,single,IT,77,58,17.2,Bachelors,N,1
Male,22,9,1,married,Marketing,61,66,2.8,Masters,N,0
Male,45,18,1,married,Engineering,66,58,27.2,Bachelors,N,0
Male,42,18,2,married,IT,65,60,24.6,Bachelors,Y,1
Male,39,13,1,married,Marketing,89,57,23.5,Masters,N,1
Male,48,22,1,married,Marketing,82,57,32.0,Bachelors,N,0
Male,28,21,3,married,Finance,76,50,12.0,Bachelors,N,1
Male,49,23,1,single,Engineering,93,74,29.0,Bachelors,N,1
Male,43,17,2,married,Marketing,91,70,23.3,Masters,N,1
Male,34,21,3,divorced,Engineering,93,78,15.3,Bachelors,N,1
Male,45,15,1,single,Finance,77,65,24.5,Bachelors,Y,1
Female,33,42,2,married,IT,53,72,13.7,Bachelors,N,0
Male,29,13,2,married,HR,100,68,9.4,Masters,N,0
Female,37,42,2,married,HR,76,88,19.7,Bachelors,N,1
Female,37,30,2,single,HR,76,83,15.8,Bachelors,N,0
Male,27,9,3,single,Engineering,88,70,8.6,Bachelors,Y,1
Female,51,38,1,married,HR,103,87,27.1,PhD,Y,1
Female,39,30,2,married,IT,68,80,18.3,Masters,N,0
Male,38,23,1,married,Marketing,97,62,16.8,Bachelors,N,1
Male,31,25,1,single,Engineering,69,80,12.6,Bachelors,Y,0
Female,27,32,1,married,IT,79,65,10.9,Bachelors,N,0
Female,44,26,3,single,Engineering,91,62,24.5,Bachelors,N,0
Male,20,23,2,single,Engineering,79,69,3.8,Bachelors,N,0
Male,35,18,1,single,Engineering,56,71,13.1,Bachelors,N,0
Male,25,22,3,married,Finance,86,72,9.3,Bachelors,N,1
Male,51,5,1,married,Marketing,77,66,32.2,Bachelors,Y,1
Female,49,32,1,single,HR,80,96,31.8,Bachelors,N,1
Male,36,14,2,married,Finance,74,52,22.8,Masters,Y,1
Male,46,27,2,married,Marketing,108,71,30.1,Masters,N,1
Female,35,33,1,married,HR,71,89,14.1,Bachelors,Y,0
Male,40,19,1,single,Finance,89,86,16.9,Masters,N,1
Male,37,20,2,divorced,Finance,68,86,19.5,Bachelors,Y,1
Female,44,24,1,divorced,IT,55,66,25.3,PhD,Y,0
Female,52,39,1,married,Finance,54,84,29.7,Bachelors,Y,0
Male,41,29,2,married,Engineering,64,67,24.6,Masters,Y,0
Male,38,20,2,married,Finance,88,69,19.1,Bachelors,N,1
Male,22,27,2,single,Engineering,72,83,1.7,Bachelors,N,0
Male,28,14,3,single,Marketing,64,92,12.3,Bachelors,N,0
Male,35,13,1,married,Marketing,71,73,13.2,Bachelors,Y,0
Male,36,18,2,divorced,Engineering,88,46,15.7,Bachelors,N,1
Male,26,20,2,married,IT,88,49,8.6,Masters,Y,1
Male,55,15,2,single,IT,91,69,37.8,Bachelors,N,1
Male,48,21,1,married,Marketing,76,81,27.3,Bachelors,N,1
Male,40,19,2,married,Finance,103,60,22.5,Bachelors,N,1
Male,36,12,1,single,Marketing,92,67,18.3,Bachelors,N,0
Male,34,21,2,single,Marketing,65,89,17.7,Bachelors,N,1
Male,28,23,2,single,Engineering,89,65,8.3,Bachelors,N,0
Female,42,31,1,married,IT,70,101,22.1,Bachelors,Y,1
Female,44,36,1,married,Engineering,68,74,22.6,Bachelors,Y,0
Female,32,22,1,divorced,Marketing,70,90,9.2,Bachelors,Y,0
Female,44,32,2,single,HR,62,80,27.3,Bachelors,N,1
Male,34,10,3,married,Finance,92,79,20.0,PhD,N,1
Male,20,11,1,divorced,Marketing,73,94,-0.9,Bachelors,N,1
Male,29,14,2,married,Engineering,73,75,11.5,Masters,N,1
Female,38,24,2,married,HR,79,95,23.1,Masters,Y,0
Female,57,26,1,married,HR,96,69,39.0,Bachelors,N,0
Male,40,16,2,married,Marketing,74,58,20.8,Bachelors,N,1
Male,25,23,1,single,IT,65,50,4.8,PhD,N,0
Male,39,16,1,married,HR,93,57,17.6,Bachelors,Y,1
Male,23,8,3,married,Finance,82,88,7.5,Bachelors,N,1
Female,50,36,1,single,Engineering,76,83,30.1,Bachelors,Y,0
Female,38,24,2,married,Engineering,70,76,17.7,Masters,Y,1
Male,35,17,3,married,Engineering,87,72,18.1,Bachelors,N,1
Female,52,32,2,married,Marketing,74,88,29.9,Bachelors,N,0
Female,31,31,2,married,Engineering,63,89,10.9,Bachelors,N,0
Male,24,24,3,married,Engineering,88,72,8.8,PhD,N,1
Male,31,20,1,single,Finance,86,86,11.3,Bachelors,N,1
Male,44,12,1,divorced,IT,75,58,25.9,Bachelors,N,1
Male,23,31,3,married,Marketing,77,65,7.1,Masters,N,0
Male,13,19,1,married,Marketing,70,84,-7.4,Masters,Y,0
Male,32,17,1,married,Engineering,85,81,15.7,Bachelors,Y,0
Male,40,23,1,divorced,Finance,85,74,19.3,Masters,N,1
Male,45,19,2,married,HR,79,63,26.2,Masters,N,1
Female,38,32,2,married,Engineering,56,89,20.1,Bachelors,N,0
Male,32,32,2,single,Engineering,55,59,12.4,Bachelors,N,0
Male,45,16,3,single,Marketing,77,84,29.5,Bachelors,N,1
Male,21,16,2,married,Marketing,82,88,1.6,Bachelors,N,0
Female,38,30,1,married,Engineering,77,73,17.1,Bachelors,Y,0
Male,37,24,3,married,Marketing,93,101,19.5,Bachelors,Y,1
Male,39,8,1,single,Finance,75,58,15.4,Bachelors,N,0
Female,37,18,1,married,HR,51,77,12.2,Masters,N,0
Female,42,26,1,divorced,HR,63,77,19.2,PhD,Y,0
Female,22,20,1,married,HR,96,78,4.3,Bachelors,N,0
Male,30,15,1,divorced,Engineering,99,87,10.2,Bachelors,N,0
Male,39,21,1,married,Engineering,85,75,18.0,Bachelors,N,0
Female,34,24,1,married,Engineering,64,70,11.9,Bachelors,Y,0
Female,42,21,1,married,Finance,68,81,24.5,Masters,N,0
Female,45,30,1,married,HR,90,87,23.7,Bachelors,Y,0
Female,39,35,2,single,Marketing,72,86,19.3,Masters,Y,0
Male,37,7,2,single,Marketing,75,84,15.2,Bachelors,N,1
Female,34,34,2,married,IT,85,81,11.5,Bachelors,Y,1
Male,34,22,1,divorced,IT,56,79,14.9,Bachelors,N,0
Male,40,23,3,married,Marketing,67,68,27.4,Bachelors,Y,1
Male,37,25,1,single,HR,70,62,17.6,Bachelors,N,0
Male,31,31,3,single,Engineering,92,56,15.6,Bachelors,N,1
Male,37,15,1,divorced,Marketing,73,88,20.6,Bachelors,N,0
Male,41,18,3,divorced,Marketing,58,51,26.0,Masters,N,1
Female,25,27,2,single,IT,61,83,7.0,Bachelors,Y,1
Male,45,18,2,married,HR,74,74,28.1,Masters,N,1
Female,39,39,1,married,Marketing,69,68,20.8,Masters,Y,0
Male,39,9,2,married,Engineering,81,80,22.0,Bachelors,N,1
Male,45,12,1,married,Engineering,91,53,24.0,Bachelors,N,1
Male,25,26,2,married,Finance,76,63,7.8,Masters,N,0
Male,30,24,2,divorced,Engineering,73,81,10.6,Bachelors,N,0
Male,33,15,1,single,Marketing,80,54,12.9,Bachelors,N,0
Male,29,23,1,single,Marketing,82,79,9.8,Bachelors,N,1
Male,49,20,2,married,Engineering,72,83,34.7,Bachelors,N,1
Female,35,39,1,married,IT,49,92,15.9,Bachelors,Y,0
Male,31,18,2,divorced,HR,74,74,13.0,Masters,N,0
Female,43,36,2,married,Marketing,79,69,24.2,Bachelors,N,0
Male,26,33,2,married,Engineering,79,58,6.8,Bachelors,N,1
Female,38,33,2,married,Engineering,84,73,19.2,Masters,Y,0
Female,44,30,1,single,Marketing,76,43,24.1,Bachelors,N,0
Female,39,34,1,single,Finance,63,80,20.8,Bachelors,Y,0
Male,35,15,1,married,HR,97,68,12.5,Bachelors,N,1
Male,31,32,1,married,Marketing,69,70,12.5,Bachelors,Y,0
Male,23,19,3,married,Engineering,59,67,5.9,Bachelors,N,0
Female,44,28,1,married,Finance,74,82,22.6,Bachelors,Y,0
Female,56,24,1,single,Marketing,60,80,37.0,Bachelors,N,0
Female,42,36,1,married,HR,69,62,21.2,Bachelors,N,0
Male,37,23,1,single,Finance,67,73,18.0,Bachelors,N,0
Female,47,27,1,married,Engineering,70,79,27.8,Bachelors,N,1
Female,31,33,2,married,IT,75,59,14.6,Bachelors,Y,1
Male,49,8,3,divorced,HR,87,80,35.6,Masters,Y,1
Male,37,19,3,married,Finance,66,66,17.6,Bachelors,N,1
Female,55,32,2,married,Marketing,53,87,37.4,Masters,N,1
Female,36,40,1,married,Marketing,74,79,14.5,PhD,Y,0
Female,56,25,1,married,Finance,65,58,36.8,Bachelors,N,0
Male,42,10,1,single,Marketing,73,73,19.2,Masters,N,0
Female,46,24,1,married,Finance,68,85,26.1,Bachelors,Y,0
Male,37,9,2,married,HR,77,84,15.2,Masters,N,1
Male,34,26,2,married,Marketing,84,81,16.1,Masters,N,1
Male,45,27,1,married,HR,85,84,25.0,Bachelors,N,1
Female,43,31,1,single,Engineering,81,88,21.7,Bachelors,N,0
Female,26,37,3,married,Engineering,66,74,9.2,Masters,Y,0
Male,27,18,1,single,Engineering,91,64,6.3,Masters,N,0
Male,34,17,2,single,Engineering,87,81,12.9,Bachelors,N,0
Female,44,28,1,married,Marketing,80,75,21.4,Masters,Y,0
Male,35,16,3,married,Finance,66,76,19.4,PhD,N,1
Female,51,20,1,married,Marketing,68,100,33.1,Bachelors,Y,0
Male,20,19,3,single,Marketing,102,62,5.6,Bachelors,N,0
Male,37,17,1,married,HR,63,78,12.9,Bachelors,N,1
Male,21,22,3,married,Finance,101,60,7.5,Bachelors,Y,1
Male,42,18,2,married,IT,100,77,26.6,Bachelors,Y,1
Female,41,29,1,single,IT,78,99,19.5,Bachelors,N,0
Male,39,12,2,single,Finance,63,86,19.5,Masters,N,1
Male,29,18,1,married,IT,77,65,8.0,Masters,N,0
Female,52,34,3,married,Finance,79,98,36.7,Bachelors,N,1
Male,44,11,3,married,HR,64,67,27.4,Masters,Y,1
Male,40,18,2,divorced,HR,88,97,22.8,Bachelors,Y,1
Female,40,31,1,married,Marketing,71,80,17.4,Bachelors,Y,0
Female,46,25,1,married,IT,63,87,23.9,Bachelors,Y,1
Male,30,14,1,married,Finance,66,77,8.2,Bachelors,N,0
Female,48,31,2,married,HR,87,66,28.4,Bachelors,Y,1
Female,55,23,3,married,Marketing,79,96,39.9,Bachelors,Y,0
Male,44,20,3,married,IT,78,72,28.5,Bachelors,N,1
Male,30,12,3,married,IT,80,63,15.3,Bachelors,N,1
Female,44,36,1,married,IT,66,70,26.2,PhD,N,0
Female,31,44,1,married,HR,48,72,11.8,Masters,Y,0
Male,40,12,3,married,HR,95,69,20.4,Bachelors,N,1
Female,45,33,1,married,IT,72,67,24.2,Masters,N,0
Female,27,25,1,married,HR,81,70,6.4,Bachelors,N,0
Male,26,24,1,single,IT,74,49,6.5,Masters,N,0
Male,33,10,2,married,Engineering,81,60,13.1,Bachelors,Y,0
Male,33,20,2,divorced,HR,83,86,18.0,Bachelors,N,1
Female,32,24,1,married,Finance,82,94,11.2,Bachelors,Y,0
Male,39,16,1,married,HR,101,73,18.3,Masters,N,1
Female,44,23,1,single,IT,65,105,23.6,Bachelors,N,1
Female,40,34,2,married,Finance,65,94,21.0,Bachelors,Y,0
Female,35,24,2,married,Marketing,67,85,13.5,Bachelors,Y,0
Male,44,21,2,divorced,Finance,72,76,28.5,Bachelors,Y,1
Female,55,27,2,single,Finance,101,81,35.7,Bachelors,N,1
Male,32,17,2,single,HR,59,54,15.3,Bachelors,N,0
Female,37,30,2,single,Finance,102,76,18.1,Bachelors,N,0
Male,39,13,1,single,Finance,87,38,17.7,Bachelors,N,1
Male,33,19,2,married,IT,79,56,12.5,Bachelors,N,1
Female,40,39,3,married,HR,59,96,20.4,Bachelors,Y,0
Male,41,13,3,married,IT,79,70,24.1,Bachelors,N,1
Male,20,25,1,single,HR,73,57,-1.0,Bachelors,N,0
Female,52,38,2,single,Marketing,86,86,36.9,Bachelors,Y,1
Female,42,25,2,single,Finance,77,87,24.1,Bachelors,Y,1
Female,38,21,2,married,HR,90,98,22.3,Bachelors,Y,0
Female,41,31,2,single,Finance,66,101,20.0,Bachelors,Y,1
Male,35,14,2,married,Finance,81,79,17.1,Bachelors,Y,0
Male,22,29,3,married,Engineering,78,51,7.1,Masters,N,1
Male,47,18,2,married,IT,75,97,29.2,Bachelors,N,1
Male,36,13,2,married,HR,67,86,18.3,Bachelors,Y,1
Female,45,23,2,married,Marketing,78,90,26.5,PhD,N,0
Female,49,36,1,divorced,Engineering,74,79,26.6,Bachelors,Y,0
Male,27,14,1,married,IT,79,51,4.3,Masters,N,1
Male,39,18,2,married,Marketing,86,63,22.4,Bachelors,N,1
Female,39,35,1,married,Marketing,65,79,17.7,Masters,N,0
Male,42,15,2,single,Finance,80,65,23.1,Bachelors,Y,1
Female,24,29,1,married,IT,80,93,2.7,Bachelors,Y,0
Male,35,17,1,married,Engineering,91,69,13.2,Bachelors,N,0
Female,37,34,2,married,HR,88,70,16.1,Masters,Y,0
Male,39,21,1,divorced,HR,66,76,22.1,Masters,N,0
Female,45,28,2,married,Engineering,58,70,22.9,Masters,N,1
Female,36,30,1,married,Finance,56,60,17.4,Masters,N,0
Female,36,27,1,single,Finance,62,86,18.2,Masters,Y,0
Female,41,21,1,married,Marketing,65,79,21.3,PhD,Y,0
Female,34,31,2,divorced,IT,75,81,15.7,Bachelors,N,1
Female,48,41,1,divorced,Marketing,83,96,28.5,Bachelors,N,0
Male,33,12,2,divorced,HR,75,73,14.2,Masters,N,1
Female,18,25,1,married,Engineering,76,86,-0.0,Masters,N,0
Female,39,24,1,divorced,IT,85,80,21.2,Bachelors,N,0
Male,27,22,2,single,Engineering,74,79,10.1,Bachelors,N,0
Female,28,32,1,married,IT,66,54,4.7,Masters,Y,0
Female,32,29,2,single,HR,70,70,15.4,Bachelors,Y,0
Female,42,24,1,divorced,HR,49,75,24.6,Masters,N,0
Male,46,18,1,married,IT,86,64,27.2,Bachelors,N,1
Male,38,8,2,single,Finance,65,60,22.0,Bachelors,N,1
Female,37,30,1,single,IT,79,79,15.5,Bachelors,Y,0
Female,45,35,2,married,HR,64,78,26.1,Bachelors,Y,0
Male,32,10,3,married,Engineering,73,69,18.6,Bachelors,N,1
Female,36,20,1,married,Marketing,58,82,17.3,Bachelors,N,0
Female,32,39,1,married,Engineering,76,85,11.5,Bachelors,N,0
Male,21,14,2,married,HR,86,60,2.5,Bachelors,N,1
Female,38,36,2,single,Engineering,64,73,20.0,Bachelors,Y,0
Male,37,17,1,married,Finance,101,81,16.4,Bachelors,N,0
Male,35,17,1,single,Finance,80,58,15.0,Bachelors,Y,1
Male,32,20,2,married,IT,79,60,20.3,Bachelors,N,1
Female,34,24,2,single,Engineering,70,70,14.6,Bachelors,Y,0
Male,40,18,1,married,Engineering,71,67,16.4,Bachelors,N,0
Male,25,15,2,married,HR,68,81,5.7,Bachelors,N,0
Male,42,10,1,single,IT,75,76,23.1,Bachelors,Y,1
Male,27,20,3,married,IT,87,59,12.2,Bachelors,N,1
Female,35,28,2,married,Engineering,47,101,14.8,Bachelors,Y,0
Male,24,17,2,divorced,Marketing,62,61,5.2,Bachelors,N,1
Male,31,10,2,single,Engineering,72,50,14.7,Masters,Y,1
Female,49,39,3,divorced,Engineering,48,101,32.8,Bachelors,Y,0
Male,40,23,1,married,Engineering,62,59,18.0,Masters,N,0
Male,43,23,3,married,Finance,89,68,25.4,PhD,N,1
Male,40,16,2,married,IT,74,68,24.8,Bachelors,N,1
Male,27,7,3,divorced,Finance,69,76,10.1,Bachelors,N,1
Male,33,29,1,married,Marketing,81,47,13.1,Bachelors,N,0
Male,29,17,1,married,HR,81,66,5.8,Masters,N,0
Male,46,13,2,single,Marketing,93,65,27.5,Bachelors,Y,0
Female,32,32,1,divorced,IT,48,96,17.6,Bachelors,Y,0
Male,43,25,2,single,HR,68,63,28.6,Bachelors,N,0
