Applicant_ID,Gender,Age,Ethnicity,Income,Education_Level,Employment_Status,Credit_Score,Loan_Amount,Region,Marital_Status,Loan_Approved
A00593,Non-binary,54,Black,67890.88068633349,Master,Unemployed,513,19865.25471784571,Rural,Married,Yes
A00594,Male,20,Black,59649.65274208503,High School,Unemployed,432,19377.318060847807,Suburban,Single,Yes
A00595,Male,26,Hispanic,27917.5797505935,Master,Unemployed,796,19497.389444181095,Urban,Married,Yes
A00596,Non-binary,58,Hispanic,60627.36832199417,PhD,Unemployed,385,13542.978500193356,Suburban,Married,Yes
A00597,Male,56,Black,61270.75910313634,Master,Self-employed,695,18747.366897424257,Urban,Married,Yes
A00598,Non-binary,43,Black,64851.9187430692,High School,Employed,846,22730.829001456692,Rural,Married,Yes
A00599,Male,19,Asian,48125.41612628516,Master,Employed,548,12273.068802812912,Urban,Married,Yes
A00600,Male,40,Other,36090.605666689764,Bachelor,Self-employed,588,25108.345119985428,Suburban,Single,Yes
A00601,Non-binary,40,Asian,72492.13289788556,Bachelor,Self-employed,708,18658.30772935938,Rural,Married,Yes
A00602,Male,38,Black,54527.86886931662,High School,Unemployed,608,21223.633670756302,Rural,Single,Yes
A00603,Non-binary,33,Other,63424.88095369992,High School,Unemployed,360,8829.928017299591,Rural,Single,Yes
A00604,Male,26,Black,54370.79840223409,High School,Employed,803,21124.93530328691,Suburban,Married,Yes
A00605,Male,30,Asian,59878.763484528106,PhD,Employed,826,14784.265588712202,Urban,Single,Yes
A00606,Female,45,Asian,51014.29304128383,PhD,Unemployed,610,18242.70817514541,Suburban,Divorced,Yes
A00607,Female,44,Asian,40638.32821692344,PhD,Unemployed,499,12162.67228741461,Urban,Single,No
A00608,Non-binary,68,Other,69474.63321537315,Bachelor,Self-employed,652,15590.592184189536,Rural,Married,Yes
A00609,Female,69,White,47937.5982354776,Master,Unemployed,374,19182.208426127676,Urban,Divorced,No
A00610,Non-binary,34,White,63279.029617896216,Bachelor,Self-employed,570,18641.23788306086,Rural,Single,Yes
A00611,Female,55,Black,68209.20443804156,Master,Unemployed,320,24422.65175243828,Rural,Married,No
A00612,Male,53,Other,48263.74568793837,Master,Employed,335,10659.6443783756,Rural,Divorced,Yes
A00613,Non-binary,18,Hispanic,35922.2873125403,High School,Self-employed,497,19743.1535224955,Rural,Married,No
A00614,Non-binary,35,White,108521.71227706106,High School,Employed,452,19504.586882831736,Suburban,Married,Yes
A00615,Male,68,Other,49444.562481091474,PhD,Self-employed,343,17710.964681409107,Urban,Married,No
A00616,Non-binary,26,Other,72468.34317202317,High School,Self-employed,844,15433.970564844414,Suburban,Divorced,Yes
A00617,Non-binary,30,White,98789.27099140247,Bachelor,Employed,809,25510.88541089898,Rural,Divorced,Yes
A00618,Female,57,Other,75798.15493707787,Bachelor,Employed,715,30238.567829831594,Urban,Divorced,Yes
A00619,Non-binary,62,Other,53991.14382344897,Bachelor,Unemployed,708,11429.694045188591,Urban,Married,Yes
A00620,Male,32,White,58657.67224929777,High School,Self-employed,595,15379.07505641845,Urban,Divorced,Yes
A00621,Female,60,Asian,43347.855605223034,High School,Unemployed,502,14978.197311676427,Suburban,Single,Yes
A00622,Female,61,Black,77633.92853915485,Master,Self-employed,667,18592.39149317946,Urban,Single,Yes
A00623,Male,63,Hispanic,71325.41416117377,Master,Unemployed,725,26279.228366120988,Urban,Married,Yes
A00624,Male,21,Black,49711.483634765136,High School,Employed,509,22638.352361373796,Urban,Divorced,Yes
A00625,Female,50,Asian,39156.50385803111,Bachelor,Employed,759,19230.73713531086,Urban,Married,Yes
A00626,Non-binary,41,Asian,33575.32524672617,High School,Unemployed,661,20081.81280811812,Rural,Married,Yes
A00627,Female,53,Other,79730.28007608402,PhD,Employed,775,18404.93673008026,Urban,Divorced,Yes
A00628,Male,68,Black,62407.46257911121,PhD,Unemployed,603,23693.2341498163,Rural,Married,Yes
A00629,Female,58,Asian,64299.69072665503,Bachelor,Self-employed,484,24301.675642870003,Urban,Divorced,No
A00630,Male,27,Black,43541.027482752856,PhD,Self-employed,564,22956.489576569387,Urban,Married,Yes
A00631,Female,53,Asian,30729.93793391188,High School,Employed,713,9017.293556856199,Suburban,Divorced,Yes
A00632,Non-binary,37,Hispanic,79252.27149423264,High School,Employed,701,20065.70378628098,Suburban,Married,Yes
A00633,Female,58,Asian,60840.78073994462,Master,Employed,472,19067.321498211728,Suburban,Single,Yes
A00634,Female,62,Black,78144.6932011524,PhD,Self-employed,382,24956.518062872015,Urban,Single,Yes
A00635,Male,61,Other,52281.33746968872,PhD,Unemployed,621,21195.5327314476,Rural,Married,Yes
A00636,Male,28,Black,55263.64313926283,PhD,Employed,645,22783.69271466197,Suburban,Married,Yes
A00637,Male,29,White,74265.96353241264,PhD,Unemployed,371,17523.514769147812,Suburban,Single,Yes
A00638,Female,35,Black,74646.96159301049,Bachelor,Employed,750,24696.99189469047,Urban,Single,Yes
A00639,Non-binary,47,Hispanic,75951.31245371909,Bachelor,Employed,507,26169.073649194033,Suburban,Single,Yes
A00640,Male,61,Hispanic,54095.97493794608,High School,Employed,641,11865.043112499088,Urban,Married,Yes
A00641,Male,65,Hispanic,72290.94475301736,PhD,Unemployed,332,13519.054899559735,Rural,Single,No
A00642,Female,54,Asian,82181.98930953437,Master,Unemployed,681,23812.268485595952,Urban,Married,Yes
A00643,Male,37,Hispanic,57904.55976636931,High School,Unemployed,685,19138.038526358785,Rural,Divorced,Yes
A00644,Non-binary,42,Black,49730.23272451893,High School,Self-employed,408,25143.568433155153,Rural,Married,No
A00645,Non-binary,29,Other,86854.95206633532,Bachelor,Self-employed,461,21209.103970938242,Urban,Married,Yes
A00646,Male,38,Hispanic,46911.08532897386,High School,Self-employed,315,23464.33856928015,Urban,Married,Yes
A00647,Male,42,Black,72589.52994228953,Master,Unemployed,313,16263.813101321994,Rural,Single,No
A00648,Female,28,Asian,58831.553789602774,PhD,Self-employed,545,21698.969210134386,Suburban,Married,Yes
A00649,Non-binary,26,Asian,23168.68767030879,High School,Employed,345,21713.159482707273,Urban,Divorced,No
A00650,Non-binary,67,Other,82571.8813495716,Master,Unemployed,701,16555.53000170371,Urban,Married,Yes
A00651,Male,42,Other,20000.0,Bachelor,Employed,347,25008.467383876017,Urban,Divorced,No
A00652,Female,52,Black,20317.438664847825,Bachelor,Employed,709,10523.39180091593,Rural,Married,Yes
A00653,Non-binary,69,Other,70546.60158961343,PhD,Unemployed,753,21038.535182976295,Suburban,Divorced,Yes
A00654,Non-binary,49,Other,70541.42397356231,High School,Employed,441,13529.613302484047,Urban,Divorced,Yes
A00655,Female,66,Asian,47248.402842449286,Master,Unemployed,749,14888.49179122469,Urban,Single,Yes
A00656,Female,31,Black,62956.4418060649,Bachelor,Self-employed,488,24929.9344414812,Suburban,Divorced,Yes
A00657,Non-binary,18,Other,20000.0,Master,Unemployed,756,14500.375817246204,Rural,Married,No
A00658,Non-binary,34,Black,74139.50928941199,Bachelor,Unemployed,415,14289.304976864414,Urban,Divorced,Yes
A00659,Female,42,Hispanic,64994.50974107194,Bachelor,Employed,813,22901.611033553487,Urban,Divorced,Yes
A00660,Non-binary,25,Asian,59087.14293332409,PhD,Employed,312,14446.079579891051,Rural,Divorced,No
A00661,Male,22,Asian,60416.82964275544,Master,Employed,576,25091.04763445266,Urban,Single,Yes
A00662,Male,22,Asian,69865.08352386064,Master,Employed,551,23223.02591014323,Rural,Married,Yes
A00663,Female,58,White,59421.969530042785,Master,Employed,527,16111.780688163504,Suburban,Divorced,Yes
A00664,Female,52,Black,22518.889945375595,Bachelor,Employed,445,24901.878410965284,Suburban,Married,No
A00665,Female,36,Hispanic,103926.64469045046,PhD,Employed,516,10307.15424489115,Rural,Married,Yes
A00666,Male,40,Other,84016.01638856903,Master,Employed,593,22362.456907327894,Rural,Divorced,Yes
A00667,Non-binary,26,Hispanic,34301.106760903436,High School,Employed,580,13768.842378771551,Rural,Single,Yes
A00668,Male,47,Black,53097.25539046819,Master,Unemployed,465,17383.50293567246,Suburban,Single,Yes
A00669,Non-binary,67,Asian,55279.31619687918,Bachelor,Employed,442,17706.450333494868,Suburban,Married,Yes
A00670,Male,33,White,81576.99133017927,PhD,Employed,797,26406.986590090593,Urban,Single,Yes
A00671,Non-binary,50,Black,20000.0,Master,Unemployed,783,17493.603707410522,Rural,Single,Yes
A00672,Male,19,Black,50019.83471140422,Master,Self-employed,712,19606.90301132255,Rural,Divorced,Yes
A00673,Female,31,Other,24787.271133249924,Master,Self-employed,396,17809.13263293599,Urban,Single,No
A00674,Male,63,Hispanic,54298.08968343323,High School,Unemployed,587,15086.799265970798,Urban,Divorced,Yes
A00675,Non-binary,18,Hispanic,50549.982138301915,Bachelor,Self-employed,568,14848.493773302816,Suburban,Single,Yes
A00676,Male,43,Other,61593.88134765424,High School,Employed,508,21543.641637654528,Urban,Divorced,Yes
A00677,Male,42,White,47902.512019816335,High School,Employed,836,19868.055231379843,Urban,Married,Yes
A00678,Male,33,Asian,44979.532172189516,Bachelor,Employed,604,23812.58290269763,Rural,Married,Yes
A00679,Female,32,Asian,72393.13383526295,Bachelor,Self-employed,387,18789.682786526413,Urban,Divorced,Yes
A00680,Male,43,White,69093.4548188516,Master,Unemployed,419,18951.70561701248,Rural,Single,Yes
A00681,Female,64,Other,71027.96685556484,Bachelor,Employed,524,23828.764700388914,Rural,Divorced,Yes
A00682,Female,61,Black,56461.99819018315,Master,Unemployed,435,18139.46204497452,Rural,Single,No
A00683,Male,33,Hispanic,48565.22835549621,High School,Unemployed,681,12802.048007894733,Urban,Single,Yes
A00684,Male,31,Black,57622.95035958458,Master,Employed,310,24237.734944450935,Urban,Married,Yes
A00685,Male,46,Hispanic,70023.24140136904,Bachelor,Unemployed,738,16614.294894012368,Rural,Married,Yes
A00686,Non-binary,41,Black,20000.0,Master,Unemployed,309,20334.43280013392,Suburban,Single,No
A00687,Male,64,Other,67882.23860741717,High School,Employed,614,16867.431220010454,Suburban,Divorced,Yes
A00688,Female,32,Other,66182.76374669596,Bachelor,Unemployed,364,15137.491408255526,Rural,Divorced,Yes
A00689,Male,36,White,61243.01812171454,Bachelor,Self-employed,767,10506.391368292523,Suburban,Single,Yes
A00690,Non-binary,25,Black,57013.7315625665,PhD,Employed,494,21695.828275657568,Urban,Divorced,No
A00691,Male,51,Black,20000.0,Master,Employed,713,5000.0,Rural,Married,Yes
A00692,Non-binary,19,White,51202.93473799188,Master,Employed,300,26491.723880811343,Urban,Single,No
A00693,Non-binary,44,White,95788.77422154747,Master,Employed,667,25160.08046770438,Suburban,Divorced,Yes
A00694,Male,27,Other,60258.025911366116,High School,Employed,675,15452.488989897516,Suburban,Single,Yes
A00695,Female,52,Other,53854.20322650564,High School,Employed,490,27941.264550338936,Urban,Single,Yes
A00696,Non-binary,40,Black,60338.12391180225,Bachelor,Employed,589,30303.99596467107,Suburban,Married,Yes
A00697,Male,66,Other,67095.45737256017,Bachelor,Self-employed,498,18633.417643969107,Suburban,Divorced,Yes
A00698,Male,25,Other,73176.40489378928,High School,Unemployed,534,22054.852202595343,Urban,Single,Yes
A00699,Female,45,Black,55422.39673684116,Master,Self-employed,529,20681.348172649425,Urban,Single,Yes
A00700,Non-binary,40,White,68498.39204787367,Master,Unemployed,525,27568.079906733048,Urban,Divorced,Yes
A00701,Non-binary,21,Black,93533.0160552272,High School,Employed,729,13036.838277236857,Urban,Divorced,Yes
A00702,Male,31,Asian,80125.01598865431,Master,Self-employed,495,18863.152136498215,Suburban,Divorced,Yes
A00703,Male,59,Black,106806.0043171396,High School,Employed,766,24596.989290303423,Urban,Divorced,Yes
A00704,Female,46,Asian,46864.592832965674,Master,Unemployed,740,24067.669375977006,Rural,Single,Yes
A00705,Female,18,Black,93523.7901500403,Master,Self-employed,456,19785.95910889254,Suburban,Divorced,Yes
A00706,Non-binary,21,Asian,44186.52720154811,PhD,Self-employed,781,26961.555364847045,Suburban,Single,Yes
A00707,Non-binary,49,Asian,67071.32293480927,Bachelor,Unemployed,653,21167.391641554008,Urban,Single,Yes
A00708,Male,50,Black,74649.53058476199,Master,Unemployed,832,20568.500916912635,Suburban,Divorced,Yes
A00709,Non-binary,66,Other,49784.45616191055,Master,Self-employed,807,23485.215119278393,Urban,Married,Yes
A00710,Female,43,Hispanic,61759.28554948552,High School,Self-employed,704,19695.52339037069,Suburban,Married,Yes
A00711,Female,34,Other,78209.22204903682,PhD,Self-employed,588,20251.307832579445,Urban,Married,Yes
A00712,Male,56,Asian,45794.58203376184,PhD,Unemployed,389,16063.540021005381,Suburban,Single,Yes
A00713,Female,40,Black,93387.66919095293,High School,Employed,681,34667.01496605525,Rural,Single,Yes
A00714,Female,49,Black,32308.067505453022,High School,Self-employed,600,17632.93561917706,Urban,Married,Yes
A00715,Female,69,Black,98793.82885456769,High School,Unemployed,741,23646.22225234168,Urban,Divorced,Yes
A00716,Female,32,Black,80026.52269599185,Master,Self-employed,801,29543.619247129012,Rural,Single,Yes
A00717,Male,30,Hispanic,58205.48847344443,High School,Unemployed,684,13285.900680772262,Urban,Divorced,Yes
A00718,Male,19,White,51946.63577526537,Bachelor,Self-employed,822,23055.8728112137,Suburban,Single,Yes
A00719,Non-binary,36,Asian,49859.434744179525,High School,Unemployed,801,20115.813507348037,Suburban,Married,Yes
A00720,Female,41,Hispanic,57284.087194859705,Master,Unemployed,548,28973.658044407865,Suburban,Married,Yes
A00721,Non-binary,62,Other,59030.08276902347,Bachelor,Self-employed,390,15453.94443036765,Rural,Divorced,No
A00722,Male,41,White,85104.52493269162,Master,Unemployed,693,16238.726294695478,Rural,Divorced,Yes
A00723,Male,28,White,99373.08200769167,Bachelor,Unemployed,657,19750.459162299416,Suburban,Single,Yes
A00724,Male,39,Black,63987.59841308015,Bachelor,Unemployed,448,17532.428050452065,Rural,Single,Yes
A00725,Male,32,Hispanic,43087.430240211914,Bachelor,Unemployed,774,17703.611900460757,Urban,Single,Yes
A00726,Male,27,Other,49085.47918727612,Master,Unemployed,741,30142.146614129102,Rural,Single,Yes
A00727,Male,58,Black,56338.18430777431,Bachelor,Unemployed,307,20635.213509114234,Urban,Divorced,Yes
A00728,Male,44,Black,39397.55789406449,PhD,Unemployed,528,16076.572832511021,Suburban,Married,Yes
A00729,Female,26,Asian,36421.17195785242,PhD,Unemployed,369,18049.916246513545,Suburban,Divorced,Yes
A00730,Non-binary,69,White,101942.54424746055,Master,Self-employed,339,22024.457796750914,Suburban,Divorced,Yes
A00731,Male,45,Other,66052.27051892508,PhD,Unemployed,328,21686.837923655636,Rural,Married,Yes
A00732,Female,18,White,43337.33732639306,Bachelor,Employed,820,17113.681247919758,Suburban,Divorced,Yes
A00733,Female,34,Hispanic,76332.07140715426,High School,Self-employed,576,11859.8415431984,Rural,Divorced,Yes
A00734,Non-binary,48,Asian,36433.07750386308,High School,Self-employed,587,19747.29870274897,Suburban,Single,No
A00735,Male,61,Black,38079.759042578924,Bachelor,Employed,482,19612.02537313515,Urban,Divorced,Yes
A00736,Non-binary,27,Asian,43939.1519787151,PhD,Unemployed,821,16769.348894502054,Rural,Divorced,Yes
A00737,Male,54,Black,93090.26561730067,Bachelor,Employed,383,26398.898830329108,Urban,Divorced,Yes
A00738,Female,46,Asian,54942.39868443252,High School,Employed,696,22872.88950425106,Urban,Divorced,Yes
A00739,Female,35,Black,20000.0,High School,Employed,385,20674.091824508534,Urban,Divorced,No
A00740,Female,64,White,84201.31866351186,Master,Self-employed,596,18196.443537349634,Suburban,Single,Yes
A00741,Female,55,White,53872.37271675285,High School,Unemployed,586,28665.143117393553,Urban,Single,Yes
A00742,Non-binary,56,White,23011.839882431887,Master,Self-employed,408,14227.6357957291,Urban,Married,Yes
A00743,Male,66,White,53666.330240731804,PhD,Unemployed,843,17517.019680308,Urban,Divorced,Yes
A00744,Male,23,Asian,70420.07793209807,Bachelor,Employed,312,17738.159576807673,Rural,Divorced,Yes
A00745,Non-binary,57,Black,68080.98333065938,Master,Self-employed,676,21494.803066934797,Rural,Single,Yes
A00746,Male,29,White,95968.29958329638,Bachelor,Unemployed,708,23304.424151872347,Rural,Married,Yes
A00747,Female,31,Asian,42944.642748601385,Master,Unemployed,314,13317.126905150402,Rural,Divorced,Yes
A00748,Male,61,Black,60934.40240529944,PhD,Employed,487,16576.949876728537,Rural,Single,No
A00749,Female,27,Asian,46008.61442843156,PhD,Self-employed,533,22238.22196538357,Rural,Single,Yes
A00750,Non-binary,37,White,29156.14211625554,Master,Self-employed,757,16674.266968519238,Rural,Divorced,Yes
A00751,Male,32,Hispanic,77710.5474461191,Master,Self-employed,444,17991.119566685044,Suburban,Divorced,Yes
A00752,Non-binary,48,Asian,69265.3913829504,PhD,Self-employed,816,20863.223510849704,Rural,Married,Yes
A00753,Male,24,White,65673.56899397705,Bachelor,Self-employed,440,15100.372596550314,Urban,Single,Yes
A00754,Female,58,Other,68535.80386517289,PhD,Self-employed,832,21388.0566135635,Suburban,Single,Yes
A00755,Non-binary,27,Black,46290.542946231595,Bachelor,Self-employed,414,23062.79918367914,Rural,Divorced,Yes
A00756,Male,27,White,39886.09825363613,Master,Employed,343,20191.933893579153,Rural,Divorced,No
A00757,Female,65,Other,60752.9474433872,Bachelor,Unemployed,503,27126.9190755019,Urban,Single,Yes
A00758,Non-binary,56,Asian,83224.22804823228,Master,Employed,772,23627.112560315345,Urban,Married,Yes
A00759,Non-binary,45,Asian,92161.54270907094,Bachelor,Unemployed,608,19795.391339024856,Urban,Single,Yes
A00760,Male,47,Other,75908.65413614866,Master,Unemployed,621,18392.876088342655,Suburban,Married,Yes
A00761,Male,54,Other,60583.48853536192,High School,Unemployed,704,28773.596198028492,Suburban,Married,Yes
A00762,Male,20,Black,65395.67858799872,High School,Self-employed,660,16692.714481211875,Suburban,Married,Yes
A00763,Female,67,Asian,60231.87718650743,PhD,Self-employed,425,18639.137221420453,Suburban,Single,Yes
A00764,Male,60,Other,39481.13320601144,PhD,Unemployed,419,17950.916523119347,Urban,Divorced,Yes
A00765,Non-binary,32,Hispanic,60492.94756421086,Master,Unemployed,513,21989.016948829216,Urban,Divorced,Yes
A00766,Non-binary,38,Hispanic,33303.463648230136,Bachelor,Self-employed,610,31275.781472565464,Urban,Single,Yes
A00767,Male,69,Other,57518.455477939206,Master,Self-employed,364,21233.363549544265,Urban,Married,No
A00768,Male,54,Black,92722.10221192638,High School,Unemployed,665,18389.629703377035,Urban,Single,Yes
A00769,Non-binary,29,Asian,76457.18445566704,High School,Unemployed,504,20943.357863367237,Rural,Divorced,Yes
A00770,Female,21,Hispanic,41537.616315269406,Master,Employed,486,13435.706957739778,Urban,Married,No
A00771,Male,64,Other,58551.41860715434,High School,Self-employed,560,19061.077961904637,Urban,Single,Yes
A00772,Male,26,Other,43312.47376490524,PhD,Self-employed,389,28520.42144562524,Rural,Single,No
A00773,Non-binary,56,White,58749.7246364558,Master,Unemployed,692,23309.949989819725,Suburban,Single,Yes
A00774,Male,59,Other,80822.15633049127,PhD,Employed,449,26154.836603688287,Urban,Married,Yes
A00775,Female,45,Black,73060.15876619807,PhD,Self-employed,711,25066.73202545996,Rural,Married,Yes
A00776,Non-binary,40,Hispanic,109682.88161490671,PhD,Employed,743,16456.0018706484,Rural,Single,Yes
A00777,Male,62,White,83849.54805015142,High School,Employed,439,29559.941190987403,Rural,Divorced,Yes
A00778,Non-binary,57,Hispanic,64080.00762155383,Bachelor,Self-employed,592,11119.757274366459,Rural,Divorced,Yes
A00779,Male,61,Hispanic,73542.99948266587,Bachelor,Unemployed,765,21662.486942808457,Suburban,Married,Yes
A00780,Male,39,Black,55951.13651633329,Bachelor,Employed,546,9701.749696158626,Suburban,Divorced,Yes
A00781,Male,41,Other,37449.915058270075,PhD,Unemployed,397,11433.461937250295,Suburban,Single,No
A00782,Female,68,Black,86115.53156575041,Master,Self-employed,469,24677.82575420603,Urban,Married,Yes
A00783,Female,43,Other,80179.82953863296,PhD,Employed,609,16543.33613731959,Rural,Single,Yes
A00784,Non-binary,47,White,55178.915708120716,PhD,Unemployed,725,26224.42788867758,Urban,Single,Yes
A00785,Male,50,Black,65478.71473862676,Master,Employed,366,9128.16277276445,Rural,Married,Yes
A00786,Male,33,Black,84818.78374769613,Bachelor,Employed,355,19557.4589973983,Rural,Single,No
A00787,Female,39,Asian,76927.0285241204,Bachelor,Employed,816,13920.287708210733,Suburban,Divorced,Yes
A00788,Male,66,Black,30737.974975006025,Bachelor,Self-employed,450,18357.393412498936,Suburban,Single,Yes
A00789,Female,67,Asian,64872.400429796486,PhD,Unemployed,617,27741.74307658771,Urban,Single,Yes
A00790,Male,60,Other,56647.36949023272,PhD,Employed,440,28959.01106764454,Rural,Divorced,Yes
A00791,Non-binary,35,Other,82260.01398277361,High School,Unemployed,614,22564.644576248764,Rural,Married,Yes
A00792,Male,24,Other,80620.85477565322,Bachelor,Self-employed,305,12026.901932760671,Urban,Married,Yes
A00793,Male,67,Asian,86372.1565635609,PhD,Employed,488,13966.575571128706,Suburban,Divorced,Yes
A00794,Female,43,Other,37642.11322559585,High School,Employed,616,20800.27481066639,Rural,Single,Yes
A00795,Male,25,Hispanic,44317.769318875224,PhD,Employed,823,15970.455477351017,Rural,Divorced,Yes
A00796,Male,23,Black,82281.64872270878,PhD,Unemployed,462,23289.86269131076,Rural,Married,Yes
A00797,Female,47,Asian,48167.083693151086,Bachelor,Unemployed,667,28379.625633416763,Suburban,Married,Yes
A00798,Non-binary,56,Other,29571.34038171385,Master,Employed,816,15086.650529880146,Suburban,Single,Yes
A00799,Non-binary,40,Hispanic,70651.92975228131,PhD,Unemployed,365,15524.692201207148,Urban,Divorced,Yes
A00800,Female,49,Black,49055.63119468054,PhD,Unemployed,623,14097.824101723614,Suburban,Single,Yes
A00801,Female,39,Black,95795.81540616801,PhD,Employed,492,18728.705371078744,Suburban,Married,Yes
A00802,Female,59,Other,65923.69107976927,Bachelor,Employed,664,20261.13739932443,Urban,Married,Yes
A00803,Female,60,Hispanic,63205.18573283331,PhD,Employed,669,20107.90741490946,Urban,Single,Yes
A00804,Female,62,Asian,52615.12216768486,High School,Self-employed,635,24488.426436486203,Rural,Single,Yes
A00805,Non-binary,26,Other,91816.70667853943,Bachelor,Employed,432,21964.858065484095,Suburban,Married,Yes
A00806,Non-binary,48,Black,67171.08919779642,High School,Employed,440,19706.429241539427,Urban,Divorced,Yes
A00807,Female,24,Black,51830.00963687587,Bachelor,Employed,635,20204.577042422996,Urban,Married,Yes
A00808,Male,26,Black,44118.325867891064,PhD,Employed,798,20427.560582385566,Rural,Single,Yes
A00809,Female,30,Other,58530.53890871564,PhD,Employed,475,19710.979886044774,Suburban,Divorced,Yes
A00810,Male,20,White,40447.063256903886,High School,Employed,335,16614.42667333834,Rural,Single,No
A00811,Female,52,White,80577.54883357888,High School,Employed,442,13984.646805678869,Suburban,Single,Yes
A00812,Female,50,White,23833.15891951532,Bachelor,Employed,827,20711.385742798113,Urban,Divorced,Yes
A00813,Non-binary,38,Hispanic,57209.719433338585,Bachelor,Self-employed,803,17503.498889487113,Rural,Married,Yes
A00814,Male,48,Other,72202.67090175868,Master,Unemployed,305,22625.51959720107,Suburban,Single,No
A00815,Male,69,Black,66842.38840219314,Master,Self-employed,523,20359.913401989277,Urban,Single,Yes
A00816,Non-binary,51,Hispanic,45654.34053968662,Master,Self-employed,655,20074.572247777043,Rural,Married,Yes
A00817,Non-binary,49,White,73205.17413413098,PhD,Employed,335,24922.36853532878,Rural,Married,Yes
A00818,Non-binary,52,Asian,42279.21223228185,High School,Employed,845,12976.94164422325,Urban,Divorced,Yes
A00819,Non-binary,32,Hispanic,59552.306870063796,High School,Employed,824,28846.245738605845,Suburban,Married,Yes
A00820,Male,49,Hispanic,73036.83143960711,Master,Employed,356,9075.102344057384,Suburban,Married,Yes
A00821,Male,23,Other,69258.25558986227,Master,Unemployed,306,27253.978476462948,Rural,Single,Yes
A00822,Female,62,Hispanic,46499.21977161064,Bachelor,Unemployed,742,21004.184986881413,Urban,Single,Yes
A00823,Female,38,Other,83949.89033128727,Master,Self-employed,614,17379.782138419043,Suburban,Married,Yes
A00824,Non-binary,50,Asian,61733.89142971068,High School,Unemployed,410,12641.818156207724,Suburban,Divorced,Yes
A00825,Non-binary,49,Black,74859.90821878304,Bachelor,Self-employed,415,17002.55185484287,Suburban,Divorced,Yes
A00826,Non-binary,69,Black,90582.02013346495,Master,Employed,606,19181.614710747206,Rural,Single,Yes
A00827,Female,36,White,82350.41097549214,PhD,Self-employed,609,20974.590267775817,Rural,Divorced,Yes
A00828,Female,50,White,82402.58812662087,Master,Self-employed,393,27227.98694307202,Rural,Divorced,Yes
A00829,Female,45,Asian,63853.59859698945,PhD,Unemployed,491,20367.07099607498,Suburban,Single,Yes
A00830,Female,48,Black,75878.70241821019,Master,Self-employed,578,21598.27012422378,Urban,Married,Yes
A00831,Female,38,White,64271.93149128632,Bachelor,Employed,354,21750.56896157675,Urban,Married,Yes
A00832,Female,51,Hispanic,35813.510644431735,PhD,Employed,316,18362.31166328741,Urban,Single,No
A00833,Female,32,Other,66054.87585010084,PhD,Employed,634,19038.96537062178,Rural,Single,Yes
A00834,Non-binary,31,White,65127.21967476931,Bachelor,Employed,361,19465.237747957224,Suburban,Single,No
A00835,Non-binary,36,Asian,71674.58723043639,PhD,Unemployed,626,23132.273046005437,Suburban,Married,Yes
A00836,Non-binary,60,Black,57440.0604957321,Bachelor,Self-employed,427,15435.356248161583,Urban,Divorced,Yes
A00837,Non-binary,32,Asian,44770.88886472299,Master,Self-employed,799,17467.114438707424,Suburban,Married,Yes
A00838,Female,23,Other,73130.12166350454,Bachelor,Self-employed,558,21781.69613522393,Urban,Married,Yes
A00839,Male,69,Other,33734.554254955045,Bachelor,Self-employed,709,14617.582470468813,Rural,Single,Yes
A00840,Female,26,Asian,89176.38271712938,Bachelor,Employed,442,20568.250936569286,Urban,Divorced,Yes
A00841,Male,54,White,55371.63877590015,Bachelor,Unemployed,696,17271.612182154477,Rural,Married,Yes
A00842,Non-binary,37,White,64910.56344112336,High School,Self-employed,658,22526.431149660108,Suburban,Divorced,Yes
A00843,Female,51,Black,71171.16306563144,PhD,Self-employed,618,26869.114913950645,Suburban,Divorced,Yes
A00844,Non-binary,55,Black,71813.76089688382,Master,Unemployed,577,17276.864039652555,Rural,Single,Yes
A00845,Female,43,Hispanic,31820.314000965303,Bachelor,Self-employed,390,23788.504206501013,Suburban,Divorced,No
A00846,Non-binary,35,Hispanic,76481.73161088527,High School,Unemployed,381,21003.015926655582,Rural,Married,Yes
A00847,Male,45,Black,66063.07656752547,High School,Self-employed,318,18080.897243587897,Urban,Divorced,Yes
A00848,Male,68,Hispanic,47294.77230882782,Master,Unemployed,678,20033.158649225395,Rural,Single,Yes
A00849,Male,26,Asian,45006.660981081724,PhD,Self-employed,668,26489.784201175222,Urban,Married,Yes
A00850,Female,49,White,53318.93835886309,Master,Employed,757,19140.900819537328,Suburban,Divorced,Yes
A00851,Male,23,Hispanic,34025.16626779016,Bachelor,Self-employed,318,26545.537604265126,Urban,Married,Yes
A00852,Female,31,Hispanic,94445.3478197405,PhD,Employed,552,19400.167504457262,Urban,Married,Yes
A00853,Male,45,Asian,89723.02650286688,PhD,Unemployed,663,12937.864327750282,Suburban,Single,Yes
A00854,Male,41,Other,69034.00401951879,Master,Employed,492,19266.29811148383,Suburban,Married,Yes
A00855,Female,30,Black,55532.031673158184,Master,Self-employed,577,12548.471574277253,Urban,Single,Yes
A00856,Female,60,Asian,56057.840241252095,PhD,Employed,334,18411.439527474893,Rural,Single,No
A00857,Male,29,Other,75161.31412347936,Master,Employed,543,18219.40799498433,Urban,Divorced,Yes
A00858,Female,68,Asian,95156.53799003901,PhD,Self-employed,372,29084.27828953931,Suburban,Single,Yes
